dataset,NumberOfInstances,LogNumberOfInstances,NumberOfFeatures,LogNumberOfFeatures,Dimensionality,LogDimensionality,InverseDimensionality,LogInverseDimensionality,NumberOfClasses,NumberOfCategoricalFeatures,PercentageOfCategoricalFeatures,NumberOfNumericFeatures,PercentageOfNumericFeatures,RatioNumericalToNominal,RatioNominalToNumerical,ClassProbabilityMin,ClassProbabilityMax,ClassProbabilityMean,ClassProbabilitySTD,NumberOfBinaryFeatures,SymbolsMin,SymbolsMax,SymbolsMean,SymbolsSTD,SymbolsSum,NumberOfMissingValues,PercentageOfMissingValues,NumberOfInstancesWithMissingValues,PercentageOfInstancesWithMissingValues,NumberOfFeaturesWithMissingValues,PercentageOfFeaturesWithMissingValues,MajorityClassSize,MajorityClassPercentage,SimpleFeatureTime,KurtosisMin,KurtosisMax,KurtosisMean,KurtosisSTD,SkewnessMin,SkewnessMax,SkewnessMean,SkewnessSTD,MeanSTDOfNumerical,STDSTDOfNumerical,MeanMeansOfNumerical,StatisticalFeatureTime,ClassEntropy,MeanFeatureEntropy,MeanMutualInformation,EquivalentNumberOfAttributes,NoiseToSignalRatio,ITFeatureTime,TotalFeatureTime
collins.arff,500,6.214608098,24,3.17805383,0.048,-3.036554268,20.83333333,3.036554268,2,3,13.04347826,20,86.95652174,6.666666667,0.15,0.16,0.84,0.5,0.34,0,1,500,172,232.0014368,516,0,0,0,0,0,0,420,84,0.00250197,-1.200009672,29.31715468,3.719867228,7.294668142,-0.068052873,4.207798004,1.153827964,1.068247493,8.208852634,31.24849679,15.67371807,0.016806384,0.634309555,-1,0.293113253,2.164042561,-1,0.002931465,0.02223982
cpu.arff,209,5.342334252,8,2.079441542,0.038277512,-3.26289271,26.125,3.26289271,2,1,14.28571429,6,85.71428571,6,0.166666667,0.253588517,0.746411483,0.5,0.246411483,0,30,30,30,0,30,0,0,0,0,0,0,156,74.64114833,0.001653637,5.733633105,21.90637889,12.86000379,5.803894104,2.125268221,3.998370171,3.085775654,0.651471241,2650.138995,4277.019257,2486.021582,0.0050596,-1,-1,-1,-1,-1,-1,0.006713237
cpu_act.arff,8192,9.010913347,22,3.091042453,0.002685547,-5.919870894,372.3636364,5.919870894,2,0,0,21,100,0,0,0.302368164,0.697631836,0.5,0.197631836,0,0,0,0,0,0,0,0,0,0,0,0,5715,69.76318359,0.007731711,0.901856881,617.6976321,82.64279466,144.6673358,-0.79151994,21.53808022,5.397368689,4.963389429,38446.25657,103326.0275,77422.83826,0.026392663,-1,-1,-1,-1,-1,-1,0.034124374
cpu_small.arff,8192,9.010913347,13,2.564949357,0.001586914,-6.44596399,630.1538462,6.44596399,2,0,0,12,100,0,0,0.302368164,0.697631836,0.5,0.197631836,0,0,0,0,0,0,0,0,0,0,0,0,5715,69.76318359,0.005161053,0.901856881,313.5570969,77.0215455,101.484706,-0.79151994,13.89530754,5.073375419,4.287186999,67241.6754,129416.8533,135460.0826,0.013440686,-1,-1,-1,-1,-1,-1,0.018601739
credit-a.arff,690,6.536691598,16,2.772588722,0.023188406,-3.764102875,43.125,3.764102875,2,9,60,6,40,0.666666667,1.5,0.444927536,0.555072464,0.5,0.055072464,3,2,23,9.111111111,7.340064251,82,67,0.606884058,37,5.362318841,7,1.014492754,383,55.50724638,0.003232665,-1,-1,-1,-1,-1,-1,-1,-1,900.8515307,1926.428645,207.0584282,0.005678185,0.991230899,5.42986,0.062530417,15.8519796,85.83550106,0.0080412,0.01695205
credit-g.arff,1000,6.907755279,21,3.044522438,0.021,-3.863232841,47.61904762,3.863232841,2,13,65,7,35,0.538461538,1.857142857,0.3,0.7,0.5,0.2,2,2,10,4.153846154,1.955117696,54,0,0,0,0,0,0,700,70,0.003968097,-1.380544905,4.265164053,0.913668794,1.77655193,-0.530551016,1.946702242,0.918997977,0.903594091,406.8439828,985.7192002,476.5838654,0.006936275,0.881290899,6.15218,0.014012887,62.89145688,438.0371622,0.012659462,0.023563835
cylinder-bands.arff,540,6.29156914,40,3.688879454,0.074074074,-2.602689685,13.5,2.602689685,2,21,53.84615385,18,46.15384615,0.857142857,1.166666667,0.422222222,0.577777778,0.5,0.077777778,0,1,429,64.14285714,105.4727614,1347,999,4.625,263,48.7037037,28,5.185185185,312,57.77777778,0.005058416,-1,-1,-1,-1,-1,-1,-1,-1,506.4900643,1993.667961,2198.883073,0.016547818,0.982474087,5.93487,0.087401097,11.24098113,66.90378671,0.021130947,0.042737182
datatrieve.arff,130,4.86753445,9,2.197224577,0.069230769,-2.670309873,14.44444444,2.670309873,2,0,0,8,100,0,0,0.084615385,0.915384615,0.5,0.415384615,0,0,0,0,0,0,0,0,0,0,0,0,119,91.53846154,0.001435336,-1.976190334,6.576422172,3.312418399,2.673705339,0.154303551,2.033634901,1.511539385,0.570087184,335.612471,367.880843,357.7903831,0.006725475,-1,-1,-1,-1,-1,-1,0.008160811
delta_ailerons.arff,7129,8.871926251,6,1.791759469,0.000841633,-7.080166782,1188.166667,7.080166782,2,0,0,5,100,0,0,0.46935054,0.53064946,0.5,0.03064946,0,0,0,0,0,0,0,0,0,0,0,0,3783,53.064946,0.002879752,-1.112265699,1.448748927,0.49716141,0.962087771,-0.170752853,0.670719862,0.113258078,0.31391338,0.005903481,0.00544206,0.002972519,0.005281454,-1,-1,-1,-1,-1,-1,0.008161206
delta_elevators.arff,9517,9.160834952,7,1.945910149,0.000735526,-7.214924803,1359.571429,7.214924803,2,0,0,6,100,0,0,0.497215509,0.502784491,0.5,0.002784491,0,0,0,0,0,0,0,0,0,0,0,0,4785,50.27844909,0.003821642,-0.546775044,3.830976626,0.577304203,1.496203699,-0.173046425,0.155834451,-0.015903507,0.116420424,5.101818249,9.291387099,-2.098847823,0.006673367,-1,-1,-1,-1,-1,-1,0.010495009
diabetes.arff,768,6.643789733,9,2.197224577,0.01171875,-4.446565156,85.33333333,4.446565156,2,0,0,8,100,0,0,0.348958333,0.651041667,0.5,0.151041667,0,0,0,0,0,0,0,0,0,0,0,0,500,65.10416667,0.001598371,-0.524494682,7.159575404,2.749524197,2.732333829,-1.840005159,2.267810583,0.528211841,1.238665142,25.71698533,35.06040084,44.98579495,0.007709604,-1,-1,-1,-1,-1,-1,0.009307975
diabetes_numeric.arff,43,3.761200116,3,1.098612289,0.069767442,-2.662587827,14.33333333,2.662587827,2,0,0,2,100,0,0,0.395348837,0.604651163,0.5,0.104651163,0,0,0,0,0,0,0,0,0,0,0,0,26,60.46511628,0.001382044,-0.711118553,0.346461432,-0.182328561,0.528789992,-0.934258044,-0.492941737,-0.71359989,0.220658153,5.507628441,1.532138348,0.441860199,0.002000234,-1,-1,-1,-1,-1,-1,0.003382278
diggle_table_a1.arff,48,3.871201011,5,1.609437912,0.104166667,-2.261763098,9.6,2.261763098,2,0,0,4,100,0,0,0.479166667,0.520833333,0.5,0.020833333,0,0,0,0,0,0,0,0,0,0,0,0,25,52.08333333,0.001430599,-1.201042285,0.784385425,-0.463690221,0.747203168,-0.790181279,0.283656955,-0.133290464,0.398274996,4.005115926,5.68965164,8.62083298,0.003987046,-1,-1,-1,-1,-1,-1,0.005417645
diggle_table_a2.arff,310,5.736572297,9,2.197224577,0.029032258,-3.53934772,34.44444444,3.53934772,2,1,12.5,7,87.5,7,0.142857143,0.467741935,0.532258065,0.5,0.032258065,0,9,9,9,0,9,0,0,0,0,0,0,165,53.22580645,0.002284459,-1.412978596,0.579495292,-0.899807162,0.645571236,-0.329743892,0.788874328,0.053876155,0.340711013,46.75066657,52.55309425,165.4543002,0.006603495,-1,-1,-1,-1,-1,-1,0.008887954
disclosure_x_bias.arff,662,6.495265556,4,1.386294361,0.006042296,-5.108971195,165.5,5.108971195,2,0,0,3,100,0,0,0.478851964,0.521148036,0.5,0.021148036,0,0,0,0,0,0,0,0,0,0,0,0,345,52.11480363,0.001432573,-0.109081059,0.10013045,0.005333468,0.086529378,-0.322404087,0.403666139,0.139550169,0.32776972,7.526481231,5.298519687,23.42897447,0.003685846,-1,-1,-1,-1,-1,-1,0.005118419
disclosure_x_noise.arff,662,6.495265556,4,1.386294361,0.006042296,-5.108971195,165.5,5.108971195,2,0,0,3,100,0,0,0.496978852,0.503021148,0.5,0.003021148,0,0,0,0,0,0,0,0,0,0,0,0,333,50.3021148,0.003389384,-0.070966253,0.107494822,0.045337306,0.082304047,-0.17879279,0.288660467,0.114386822,0.20853794,8.941173553,4.908858479,23.48797925,0.006714027,-1,-1,-1,-1,-1,-1,0.010103411
disclosure_x_tampered.arff,662,6.495265556,4,1.386294361,0.006042296,-5.108971195,165.5,5.108971195,2,0,0,3,100,0,0,0.493957704,0.506042296,0.5,0.006042296,0,0,0,0,0,0,0,0,0,0,0,0,335,50.60422961,0.003343987,-0.078253404,0.091927401,0.0301588,0.076907286,-0.183557272,0.29776296,0.115212028,0.212990334,8.955070496,4.898014599,23.48094018,0.005647788,-1,-1,-1,-1,-1,-1,0.008991775
disclosure_z.arff,662,6.495265556,4,1.386294361,0.006042296,-5.108971195,165.5,5.108971195,2,0,0,3,100,0,0,0.474320242,0.525679758,0.5,0.025679758,0,0,0,0,0,0,0,0,0,0,0,0,348,52.56797583,0.002199586,-0.084670198,0.099267693,0.023198672,0.07838669,-0.384312481,0.383765638,0.115425587,0.353689865,7.492019892,5.318151089,23.43600082,0.004013494,-1,-1,-1,-1,-1,-1,0.00621308
echoMonths.arff,130,4.86753445,10,2.302585093,0.076923077,-2.564949357,13,2.564949357,2,3,33.33333333,6,66.66666667,2,0.5,0.492307692,0.507692308,0.5,0.007692308,2,2,59,21,26.87005769,63,97,7.461538462,69,53.07692308,7,5.384615385,66,50.76923077,0.002697375,-1,-1,-1,-1,-1,-1,-1,-1,3.681668952,3.379597428,15.96819295,0.007226027,0.99982926,3.35041,0.129253335,7.73542333,24.921234,0.003675188,0.013598589
ecoli.arff,336,5.81711116,8,2.079441542,0.023809524,-3.737669618,42,3.737669618,2,0,0,7,100,0,0,0.425595238,0.574404762,0.5,0.074404762,0,0,0,0,0,0,0,0,0,0,0,0,193,57.44047619,0.001522183,-1.047075961,331.0029741,51.18798926,114.6707618,-0.165214226,18.24836922,3.58938501,6.259997613,0.143514688,0.064468265,0.499566363,0.005969121,-1,-1,-1,-1,-1,-1,0.007491304
electricity-normalized.arff,45312,10.72132718,9,2.197224577,0.000198623,-8.5241026,5034.666667,8.5241026,2,1,12.5,7,87.5,7,0.142857143,0.424545374,0.575454626,0.5,0.075454626,0,7,7,7,0,7,0,0,0,0,0,0,26075,57.54546257,0.017106005,-1.318124075,7046.99725,1029.056958,2457.425837,-0.165809005,78.68440247,12.61769534,27.14938116,0.160416607,0.112811397,0.344182126,0.013871366,0.983509391,10.4389,0.001738531,565.7129967,6003.410816,0.00692009,0.037897461
elevators.arff,16599,9.717097732,19,2.944438979,0.001144647,-6.772658752,873.6315789,6.772658752,2,0,0,18,100,0,0,0.309054762,0.690945238,0.5,0.190945238,0,0,0,0,0,0,0,0,0,0,0,0,11469,69.09452377,0.013681488,-0.563505364,11282.45219,1004.91364,2932.408618,-1.510295033,103.6975174,9.737370952,29.47526336,17.77986602,63.30753223,-1.994526535,0.027473508,-1,-1,-1,-1,-1,-1,0.041154996
elusage.arff,55,4.007333185,3,1.098612289,0.054545455,-2.908720897,18.33333333,2.908720897,2,1,50,1,50,1,1,0.436363636,0.563636364,0.5,0.063636364,0,12,12,12,0,12,0,0,0,0,0,0,31,56.36363636,0.001707324,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.988283611,3.75827,0.487044185,2.029145695,6.716489741,0.001046106,0.00275343
fl2000.arff,67,4.204692619,16,2.772588722,0.23880597,-1.432103897,4.1875,1.432103897,2,1,6.666666667,14,93.33333333,14,0.071428571,0.388059701,0.611940299,0.5,0.111940299,1,2,2,2,0,2,0,0,0,0,0,0,41,61.19402985,0.001610214,2.013017607,56.60493895,18.01838453,15.28636933,1.67375946,7.50530529,3.766169957,1.642664048,10027.26753,22975.57557,6541.18322,0.012052721,-1,-1,-1,-1,-1,-1,0.013662934
flags.arff,194,5.267858159,30,3.401197382,0.154639175,-1.866660777,6.466666667,1.866660777,2,27,93.10344828,2,6.896551724,0.074074074,13.5,0.355670103,0.644329897,0.5,0.144329897,13,2,194,11.55555556,35.93959267,312,0,0,0,0,0,0,125,64.43298969,0.005267243,54.9795566,79.91799786,67.44877723,12.46922063,6.706000328,8.503175735,7.604588032,0.898587704,1128.51136,1036.814568,361.6572142,0.002088265,0.939030249,4.109,0.047422541,19.80134833,85.64662411,0.023167893,0.0305234
fried.arff,40768,10.61565274,11,2.397895273,0.000269819,-8.217757466,3706.181818,8.217757466,2,0,0,10,100,0,0,0.498945251,0.501054749,0.5,0.001054749,0,0,0,0,0,0,0,0,0,0,0,0,20427,50.10547488,0.017891966,-1.203190371,-1.187352675,-1.196575388,0.004277231,-0.004213457,0.015134595,0.001546128,0.005897521,0.288345358,0.000554416,0.499704516,0.020127475,-1,-1,-1,-1,-1,-1,0.038019441
fri_c0_1000_10.arff,1000,6.907755279,11,2.397895273,0.011,-4.509860006,90.90909091,4.509860006,2,0,0,10,100,0,0,0.491,0.509,0.5,0.009,0,0,0,0,0,0,0,0,0,0,0,0,509,50.9,0.002595527,-1.243151198,-1.119863089,-1.193337023,0.039269185,-0.136971414,0.030246714,-0.038490349,0.046930485,0.999499983,1.42E-07,-1.97E-09,0.009111386,-1,-1,-1,-1,-1,-1,0.011706913
fri_c0_1000_25.arff,1000,6.907755279,26,3.258096538,0.026,-3.649658741,38.46153846,3.649658741,2,0,0,25,100,0,0,0.497,0.503,0.5,0.003,0,0,0,0,0,0,0,0,0,0,0,0,503,50.3,0.00223393,-1.256940937,-1.134339132,-1.196845602,0.033631447,-0.072707191,0.121715516,-0.000235811,0.04021727,0.999499922,1.75E-07,5.33E-09,0.023906089,-1,-1,-1,-1,-1,-1,0.026140019
fri_c0_1000_5.arff,1000,6.907755279,6,1.791759469,0.006,-5.11599581,166.6666667,5.11599581,2,0,0,5,100,0,0,0.497,0.503,0.5,0.003,0,0,0,0,0,0,0,0,0,0,0,0,503,50.3,0.001547447,-1.225464046,-1.144292499,-1.186335986,0.026464099,-0.054577857,0.05241327,0.020998839,0.039377973,0.999499846,1.66E-07,-1.65E-08,0.00512513,-1,-1,-1,-1,-1,-1,0.006672577
fri_c0_1000_50.arff,1000,6.907755279,51,3.931825633,0.051,-2.975929646,19.60784314,2.975929646,2,0,0,50,100,0,0,0.49,0.51,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,510,51,0.003049498,-1.274926533,-1.108665566,-1.19668957,0.039462985,-0.10715916,0.084080704,-0.009638928,0.046981122,0.999499862,2.14E-07,1.04E-09,0.043407874,-1,-1,-1,-1,-1,-1,0.046457372
fri_c0_100_10.arff,100,4.605170186,11,2.397895273,0.11,-2.207274913,9.090909091,2.207274913,2,0,0,10,100,0,0,0.45,0.55,0.5,0.05,0,0,0,0,0,0,0,0,0,0,0,0,55,55,0.001359938,-1.284617156,-1.03972411,-1.20471127,0.083960215,-0.277356684,0.221875414,-0.0794867,0.139786539,0.994987482,6.77E-08,-1.04E-10,0.008956247,-1,-1,-1,-1,-1,-1,0.010316185
fri_c0_100_25.arff,100,4.605170186,26,3.258096538,0.26,-1.347073648,3.846153846,1.347073648,2,0,0,25,100,0,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0.001400598,-1.297980658,-0.8443215,-1.154212674,0.097642277,-0.321264595,0.240256473,-0.016592352,0.123691232,0.994987452,8.09E-08,-1.20E-09,0.020999098,-1,-1,-1,-1,-1,-1,0.022399696
fri_c0_100_5.arff,100,4.605170186,6,1.791759469,0.06,-2.813410717,16.66666667,2.813410717,2,0,0,5,100,0,0,0.46,0.54,0.5,0.04,0,0,0,0,0,0,0,0,0,0,0,0,54,54,0.001335858,-1.322207874,-0.922538377,-1.07317045,0.143830149,-0.131299525,0.349595666,0.015503791,0.178229684,0.994987452,8.09E-08,-2.27E-08,0.00492262,-1,-1,-1,-1,-1,-1,0.006258477
fri_c0_100_50.arff,100,4.605170186,51,3.931825633,0.51,-0.673344553,1.960784314,0.673344553,2,0,0,50,100,0,0,0.49,0.51,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,51,51,0.002079185,-1.415411708,-0.953373213,-1.184331652,0.103306643,-0.255736679,0.250631124,0.00999885,0.126917888,0.994987473,6.91E-08,3.85E-09,0.041033016,-1,-1,-1,-1,-1,-1,0.043112201
fri_c0_250_10.arff,250,5.521460918,11,2.397895273,0.044,-3.123565645,22.72727273,3.123565645,2,0,0,10,100,0,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,125,50,0.001621267,-1.262978237,-1.064204499,-1.152655442,0.061512655,-0.155992463,0.124682926,-0.015434597,0.084900066,0.997997952,1.12E-07,4.60E-09,0.008096071,-1,-1,-1,-1,-1,-1,0.009717338
fri_c0_250_25.arff,250,5.521460918,26,3.258096538,0.104,-2.26336438,9.615384615,2.26336438,2,0,0,25,100,0,0,0.496,0.504,0.5,0.004,0,0,0,0,0,0,0,0,0,0,0,0,126,50.4,0.001758248,-1.384651014,-1.070696012,-1.219420182,0.071699923,-0.256404102,0.228264421,-0.018500164,0.110752114,0.997998035,1.04E-07,1.31E-08,0.027171124,-1,-1,-1,-1,-1,-1,0.028929372
fri_c0_250_5.arff,250,5.521460918,6,1.791759469,0.024,-3.729701449,41.66666667,3.729701449,2,0,0,5,100,0,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,125,50,0.001363096,-1.24810901,-1.066732256,-1.161644451,0.058528096,-0.111866578,-0.017824378,-0.065223712,0.038349388,0.997998011,8.76E-08,4.65E-10,0.007010489,-1,-1,-1,-1,-1,-1,0.008373585
fri_c0_250_50.arff,250,5.521460918,51,3.931825633,0.204,-1.589635285,4.901960784,1.589635285,2,0,0,50,100,0,0,0.468,0.532,0.5,0.032,0,0,0,0,0,0,0,0,0,0,0,0,133,53.2,0.002382358,-1.323875899,-0.999479962,-1.18023588,0.078170103,-0.282580256,0.173399419,0.003344722,0.093199647,0.997998034,1.11E-07,2.61E-09,0.04455938,-1,-1,-1,-1,-1,-1,0.046941739
fri_c0_500_10.arff,500,6.214608098,11,2.397895273,0.022,-3.816712826,45.45454545,3.816712826,2,0,0,10,100,0,0,0.482,0.518,0.5,0.018,0,0,0,0,0,0,0,0,0,0,0,0,259,51.8,0.00151113,-1.274683516,-1.087220871,-1.180754055,0.051746122,-0.097534195,0.054937582,-0.030927325,0.051593819,0.998999554,1.71E-07,-7.50E-10,0.00871505,-1,-1,-1,-1,-1,-1,0.01022618
fri_c0_500_25.arff,500,6.214608098,26,3.258096538,0.052,-2.95651156,19.23076923,2.95651156,2,0,0,25,100,0,0,0.49,0.51,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,255,51,0.001753116,-1.302962607,-1.026265683,-1.180514715,0.059104082,-0.144588217,0.146014079,0.017776549,0.061617253,0.998999555,1.09E-07,-6.16E-09,0.021202793,-1,-1,-1,-1,-1,-1,0.022955909
fri_c0_500_5.arff,500,6.214608098,6,1.791759469,0.012,-4.422848629,83.33333333,4.422848629,2,0,0,5,100,0,0,0.498,0.502,0.5,0.002,0,0,0,0,0,0,0,0,0,0,0,0,251,50.2,0.001691534,-1.30688254,-1.144434867,-1.214109832,0.062772114,-0.071405776,0.149113417,0.013709038,0.075781228,0.9989995,1.39E-07,-2.68E-09,0.004344301,-1,-1,-1,-1,-1,-1,0.006035834
fri_c0_500_50.arff,500,6.214608098,51,3.931825633,0.102,-2.282782466,9.803921569,2.282782466,2,0,0,50,100,0,0,0.488,0.512,0.5,0.012,0,0,0,0,0,0,0,0,0,0,0,0,256,51.2,0.002102871,-1.317032521,-0.998796554,-1.18868786,0.065475364,-0.145698458,0.119105585,0.007959,0.063399185,0.998999552,1.41E-07,-3.45E-11,0.045707728,-1,-1,-1,-1,-1,-1,0.047810599
fri_c1_1000_10.arff,1000,6.907755279,11,2.397895273,0.011,-4.509860006,90.90909091,4.509860006,2,0,0,10,100,0,0,0.436,0.564,0.5,0.064,0,0,0,0,0,0,0,0,0,0,0,0,564,56.4,0.001991154,-1.276708665,-0.742237175,-1.150705629,0.142523961,-0.069307134,0.035307087,-0.021194027,0.034852711,0.999499863,1.72E-07,8.78E-09,0.009384558,-1,-1,-1,-1,-1,-1,0.011375712
fri_c1_1000_25.arff,1000,6.907755279,26,3.258096538,0.026,-3.649658741,38.46153846,3.649658741,2,0,0,25,100,0,0,0.454,0.546,0.5,0.046,0,0,0,0,0,0,0,0,0,0,0,0,546,54.6,0.00228209,-1.256096201,-0.801787284,-1.178369919,0.081465367,-0.073127769,0.125581518,0.006202178,0.045027953,0.999499934,2.44E-07,-6.11E-09,0.02186559,-1,-1,-1,-1,-1,-1,0.02414768
fri_c1_1000_5.arff,1000,6.907755279,6,1.791759469,0.006,-5.11599581,166.6666667,5.11599581,2,0,0,5,100,0,0,0.457,0.543,0.5,0.043,0,0,0,0,0,0,0,0,0,0,0,0,543,54.3,0.001551395,-1.202308297,-0.716453597,-1.093242315,0.189021263,-0.023411566,0.052035619,0.001943107,0.026795808,0.9995,8.92E-08,3.14E-09,0.004829457,-1,-1,-1,-1,-1,-1,0.006380852
fri_c1_1000_50.arff,1000,6.907755279,51,3.931825633,0.051,-2.975929646,19.60784314,2.975929646,2,0,0,50,100,0,0,0.453,0.547,0.5,0.047,0,0,0,0,0,0,0,0,0,0,0,0,547,54.7,0.002903832,-1.275909796,-0.79265235,-1.186183751,0.071055356,-0.078731224,0.117852956,5.10E-05,0.043905926,0.999499891,2.03E-07,3.85E-09,0.04335695,-1,-1,-1,-1,-1,-1,0.046260783
fri_c1_100_10.arff,100,4.605170186,11,2.397895273,0.11,-2.207274913,9.090909091,2.207274913,2,0,0,10,100,0,0,0.47,0.53,0.5,0.03,0,0,0,0,0,0,0,0,0,0,0,0,53,53,0.001492181,-1.429720924,-0.548598075,-1.106021415,0.237833784,-0.272311509,0.206894159,-0.069731724,0.151968033,0.994987482,4.95E-08,-7.55E-09,0.008364111,-1,-1,-1,-1,-1,-1,0.009856293
fri_c1_100_25.arff,100,4.605170186,26,3.258096538,0.26,-1.347073648,3.846153846,1.347073648,2,0,0,25,100,0,0,0.47,0.53,0.5,0.03,0,0,0,0,0,0,0,0,0,0,0,0,53,53,0.001440468,-1.255547742,-0.846974957,-1.122646097,0.093628148,-0.354955554,0.320448369,-0.042652287,0.146509809,0.994987469,5.77E-08,4.91E-09,0.020802115,-1,-1,-1,-1,-1,-1,0.022242583
fri_c1_100_5.arff,100,4.605170186,6,1.791759469,0.06,-2.813410717,16.66666667,2.813410717,2,0,0,5,100,0,0,0.45,0.55,0.5,0.05,0,0,0,0,0,0,0,0,0,0,0,0,55,55,0.00136507,-1.274680094,-0.510054969,-0.925188356,0.269185801,-0.253373116,0.375965923,0.17072865,0.248543292,0.994987488,8.43E-08,5.26E-08,0.00431272,-1,-1,-1,-1,-1,-1,0.00567779
fri_c1_100_50.arff,100,4.605170186,51,3.931825633,0.51,-0.673344553,1.960784314,0.673344553,2,0,0,50,100,0,0,0.44,0.56,0.5,0.06,0,0,0,0,0,0,0,0,0,0,0,0,56,56,0.00148626,-1.433276824,-0.798055733,-1.157720408,0.135005813,-0.331330776,0.302792162,0.024528134,0.146234784,0.994987469,7.86E-08,1.42E-09,0.049416075,-1,-1,-1,-1,-1,-1,0.050902336
fri_c1_250_10.arff,250,5.521460918,11,2.397895273,0.044,-3.123565645,22.72727273,3.123565645,2,0,0,10,100,0,0,0.44,0.56,0.5,0.06,0,0,0,0,0,0,0,0,0,0,0,0,140,56,0.002065763,-1.305979772,-0.902868388,-1.181978488,0.104000903,-0.190807715,0.192513525,0.005276242,0.11143889,0.997997963,7.63E-08,2.35E-09,0.010460666,-1,-1,-1,-1,-1,-1,0.012526429
fri_c1_250_25.arff,250,5.521460918,26,3.258096538,0.104,-2.26336438,9.615384615,2.26336438,2,0,0,25,100,0,0,0.428,0.572,0.5,0.072,0,0,0,0,0,0,0,0,0,0,0,0,143,57.2,0.0018597,-1.340882332,-0.803122376,-1.197314662,0.103549366,-0.22045438,0.197063282,0.022725042,0.094208514,0.997998018,9.49E-08,4.57E-09,0.023290268,-1,-1,-1,-1,-1,-1,0.025149968
fri_c1_250_5.arff,250,5.521460918,6,1.791759469,0.024,-3.729701449,41.66666667,3.729701449,2,0,0,5,100,0,0,0.476,0.524,0.5,0.024,0,0,0,0,0,0,0,0,0,0,0,0,131,52.4,0.001376518,-1.245433784,-0.651094745,-1.055825932,0.216632723,-0.204552889,0.065927915,-0.080030877,0.090920673,0.99799794,7.54E-08,9.25E-09,0.004305615,-1,-1,-1,-1,-1,-1,0.005682132
fri_c1_250_50.arff,250,5.521460918,51,3.931825633,0.204,-1.589635285,4.901960784,1.589635285,2,0,0,50,100,0,0,0.452,0.548,0.5,0.048,0,0,0,0,0,0,0,0,0,0,0,0,137,54.8,0.001755879,-1.331515104,-0.742855818,-1.186417508,0.093503298,-0.165989622,0.209065601,-0.011547892,0.082897503,0.997998021,1.06E-07,-6.88E-09,0.043307606,-1,-1,-1,-1,-1,-1,0.045063485
fri_c1_500_10.arff,500,6.214608098,11,2.397895273,0.022,-3.816712826,45.45454545,3.816712826,2,0,0,10,100,0,0,0.452,0.548,0.5,0.048,0,0,0,0,0,0,0,0,0,0,0,0,274,54.8,0.001516656,-1.255596825,-0.786761483,-1.149318498,0.130020488,-0.080445267,0.038448241,-0.028609705,0.040008877,0.998999578,2.32E-07,3.82E-09,0.010201705,-1,-1,-1,-1,-1,-1,0.011718361
fri_c1_500_25.arff,500,6.214608098,26,3.258096538,0.052,-2.95651156,19.23076923,2.95651156,2,0,0,25,100,0,0,0.466,0.534,0.5,0.034,0,0,0,0,0,0,0,0,0,0,0,0,267,53.4,0.001864832,-1.264437664,-0.691142843,-1.183447569,0.10856988,-0.222743407,0.13506192,0.005566587,0.079698998,0.998999553,1.24E-07,1.20E-09,0.021664264,-1,-1,-1,-1,-1,-1,0.023529096
fri_c1_500_5.arff,500,6.214608098,6,1.791759469,0.012,-4.422848629,83.33333333,4.422848629,2,0,0,5,100,0,0,0.466,0.534,0.5,0.034,0,0,0,0,0,0,0,0,0,0,0,0,267,53.4,0.001719956,-1.196164301,-0.786393803,-1.083859624,0.151517219,-0.041121718,0.084614031,0.002076431,0.043443153,0.998999596,9.97E-08,-4.91E-09,0.004400356,-1,-1,-1,-1,-1,-1,0.006120312
fri_c1_500_50.arff,500,6.214608098,51,3.931825633,0.102,-2.282782466,9.803921569,2.282782466,2,0,0,50,100,0,0,0.476,0.524,0.5,0.024,0,0,0,0,0,0,0,0,0,0,0,0,262,52.4,0.002092212,-1.337120916,-0.952919846,-1.17987422,0.061693422,-0.138318419,0.143501014,-0.007372779,0.069294196,0.998999512,1.64E-07,-1.69E-09,0.042454536,-1,-1,-1,-1,-1,-1,0.044546748
fri_c2_1000_10.arff,1000,6.907755279,11,2.397895273,0.011,-4.509860006,90.90909091,4.509860006,2,0,0,10,100,0,0,0.42,0.58,0.5,0.08,0,0,0,0,0,0,0,0,0,0,0,0,580,58,0.00171443,-1.216993838,0.239458173,-0.998627152,0.428063867,-0.07198099,0.740350306,0.095902255,0.223845142,0.999499989,1.92E-07,-1.12E-09,0.009269684,-1,-1,-1,-1,-1,-1,0.010984113
