dataset,#Instances,Log#Instances,#Features,Log#Features,Dimensionality,LogDimensionality,InverseDimensionality,LogInverseDimensionality,#Classes,#CategoricalFeatures,%CategoricalFeatures,#NumericFeatures,%NumericFeatures,RatioNumericalToNominal,RatioNominalToNumerical,ClassProbabilityMin,ClassProbabilityMax,ClassProbabilityMean,ClassProbabilitySTD,#BinaryFeatures,SymbolsMin,SymbolsMax,SymbolsMean,SymbolsSTD,SymbolsSum,#MissingValues,%MissingValues,#InstancesWithMissingValues,%InstancesWithMissingValues,#FeaturesWithMissingValues,%FeaturesWithMissingValues,MajorityClassSize,MajorityClassPercentage,SimpleFeatureTime,KurtosisMin,KurtosisMax,KurtosisMean,KurtosisSTD,SkewnessMin,SkewnessMax,SkewnessMean,SkewnessSTD,MeanSTDOfNumerical,STDSTDOfNumerical,MeanMeansOfNumerical,StatisticalFeatureTime,ClassEntropy,MeanFeatureEntropy,MeanMutualInformation,EquivalentNumberOfAttributes,NoiseToSignalRatio,ITFeatureTime,TotalFeatureTime,DecisionTreeGiniDepth1Accuracy,DecisionTreeGiniDepth1TimeSum,DecisionTreeGiniDepth1TimeMean,DecisionTreeEntropyDepth1Accuracy,DecisionTreeEntropyDepth1TimeSum,DecisionTreeEntropyDepth1TimeMean,DecisionTreeGiniDepth2Accuracy,DecisionTreeGiniDepth2TimeSum,DecisionTreeGiniDepth2TimeMean,DecisionTreeEntropyDepth2Accuracy,DecisionTreeEntropyDepth2TimeSum,DecisionTreeEntropyDepth2TimeMean,DecisionTreeGiniDepth4Accuracy,DecisionTreeGiniDepth4TimeSum,DecisionTreeGiniDepth4TimeMean,DecisionTreeEntropyDepth4Accuracy,DecisionTreeEntropyDepth4TimeSum,DecisionTreeEntropyDepth4TimeMean,DecisionTreeGiniAccuracy,DecisionTreeGiniTimeSum,DecisionTreeGiniTimeMean,GaussianNBAccuracy,GaussianNBTimeSum,GaussianNBTimeMean,1NNAccuracy,1NNTimeSum,1NNTimeMean
fri_c3_1000_5.arff,1000,6.907755279,6,1.791759469,0.006,-5.11599581,166.6666667,5.11599581,2,0,0,5,100,0,0,0.437,0.563,0.5,0.063,0,0,0,0,0,0,0,0,0,0,0,0,563,56.3,0.001835224,-1.199657053,1.141867785,-0.399367499,0.886638725,-0.047704853,1.245070696,0.379335111,0.512877658,0.999499989,2.60E-07,-2.00E-10,0.005135784,-1,-1,-1,-1,-1,-1,0.006971008,0.691,0.013636475,0.001363647,0.691,0.019162674,0.001916267,0.7365,0.013296195,0.001329619,0.7245,0.034188297,0.00341883,0.8685,0.029960453,0.002996045,0.859,0.045829672,0.004582967,0.8665,0.031753043,0.003175304,0.652,0.009651011,0.000965101,0.884,0.038223895,0.003822389
fri_c3_1000_50.arff,1000,6.907755279,51,3.931825633,0.051,-2.975929646,19.60784314,2.975929646,2,0,0,50,100,0,0,0.445,0.555,0.5,0.055,0,0,0,0,0,0,0,0,0,0,0,0,555,55.5,0.003779795,-1.279458564,1.989551769,-1.098881847,0.481065634,-0.065693595,1.445085526,0.041428034,0.229879742,0.999499925,1.91E-07,-2.24E-09,0.055468051,-1,-1,-1,-1,-1,-1,0.059247846,0.717,0.050308581,0.005030858,0.718,0.096534984,0.009653498,0.766,0.090164006,0.009016401,0.763,0.20348128,0.020348128,0.83,0.168281616,0.016828162,0.8265,0.362822052,0.036282205,0.8285,0.341460979,0.034146098,0.68,0.013715031,0.001371503,0.6045,0.210700985,0.021070099
fri_c3_100_10.arff,100,4.605170186,11,2.397895273,0.11,-2.207274913,9.090909091,2.207274913,2,0,0,10,100,0,0,0.4,0.6,0.5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,60,60,0.0024017,-1.442875244,0.226737916,-0.898156452,0.465844709,-0.169871658,1.089773297,0.166247316,0.373930854,0.994987488,6.53E-08,-9.37E-09,0.016033832,-1,-1,-1,-1,-1,-1,0.018435532,0.555,0.007567486,0.000756749,0.535,0.006038198,0.00060382,0.69,0.00558186,0.000558186,0.695,0.009356128,0.000935613,0.785,0.00779526,0.000779526,0.8,0.009087299,0.00090873,0.78,0.006812711,0.000681271,0.635,0.011419127,0.001141913,0.6,0.016793344,0.001679334
fri_c3_100_25.arff,100,4.605170186,26,3.258096538,0.26,-1.347073648,3.846153846,1.347073648,2,0,0,25,100,0,0,0.45,0.55,0.5,0.05,0,0,0,0,0,0,0,0,0,0,0,0,55,55,0.002452229,-1.36685826,0.80720337,-1.030298655,0.469440538,-0.302543253,1.185724854,0.11166674,0.311551563,0.99498749,7.81E-08,-2.09E-09,0.039050515,-1,-1,-1,-1,-1,-1,0.041502744,0.54,0.009280335,0.000928033,0.535,0.012008498,0.00120085,0.595,0.008165937,0.000816594,0.58,0.011222933,0.001122293,0.6,0.009879181,0.000987918,0.625,0.018672781,0.001867278,0.615,0.010289333,0.001028933,0.565,0.007535905,0.000753591,0.58,0.016090282,0.001609028
fri_c3_100_5.arff,100,4.605170186,6,1.791759469,0.06,-2.813410717,16.66666667,2.813410717,2,0,0,5,100,0,0,0.44,0.56,0.5,0.06,0,0,0,0,0,0,0,0,0,0,0,0,56,56,0.001483101,-1.195059248,0.9048253,-0.333240798,0.776202281,-0.289699078,1.291078568,0.326846342,0.635497303,0.994987464,8.09E-08,-1.34E-08,0.004935248,-1,-1,-1,-1,-1,-1,0.006418349,0.605,0.004523122,0.000452312,0.61,0.00501341,0.000501341,0.67,0.00510223,0.000510223,0.695,0.006007407,0.000600741,0.76,0.005435405,0.00054354,0.74,0.007867501,0.00078675,0.8,0.005928851,0.000592885,0.705,0.007627489,0.000762749,0.825,0.015468935,0.001546894
fri_c3_100_50.arff,100,4.605170186,51,3.931825633,0.51,-0.673344553,1.960784314,0.673344553,2,0,0,50,100,0,0,0.38,0.62,0.5,0.12,0,0,0,0,0,0,0,0,0,0,0,0,62,62,0.002850143,-1.377286839,0.998551702,-1.07833281,0.373339922,-0.351781577,1.28799355,0.015288121,0.259757694,0.99498745,7.61E-08,4.08E-09,0.074952452,-1,-1,-1,-1,-1,-1,0.077802595,0.805,0.013793588,0.001379359,0.805,0.013249613,0.001324961,0.775,0.017057831,0.001705783,0.78,0.030357578,0.003035758,0.725,0.022977602,0.00229776,0.72,0.024993625,0.002499362,0.745,0.014827851,0.001482785,0.64,0.007689071,0.000768907,0.59,0.017215339,0.001721534
fri_c3_250_10.arff,250,5.521460918,11,2.397895273,0.044,-3.123565645,22.72727273,3.123565645,2,0,0,10,100,0,0,0.46,0.54,0.5,0.04,0,0,0,0,0,0,0,0,0,0,0,0,135,54,0.002574603,-1.233403937,2.939674926,-0.554877191,1.249027835,-0.199532196,1.517865658,0.197208045,0.501895845,0.997998035,7.15E-08,-3.70E-09,0.01545275,-1,-1,-1,-1,-1,-1,0.018027353,0.692,0.006419533,0.000641953,0.692,0.008198702,0.00081987,0.798,0.00799777,0.000799777,0.792,0.011875465,0.001187547,0.82,0.015817506,0.001581751,0.816,0.025818271,0.002581827,0.8,0.017865108,0.001786511,0.632,0.008803074,0.000880307,0.658,0.01865778,0.001865778
fri_c3_250_25.arff,250,5.521460918,26,3.258096538,0.104,-2.26336438,9.615384615,2.26336438,2,0,0,25,100,0,0,0.444,0.556,0.5,0.056,0,0,0,0,0,0,0,0,0,0,0,0,139,55.6,0.002910146,-1.332898245,1.732113788,-1.003229793,0.627021614,-0.076449603,1.331543684,0.121857843,0.29754576,0.997997999,1.01E-07,1.75E-09,0.029064356,-1,-1,-1,-1,-1,-1,0.031974502,0.754,0.009210463,0.000921046,0.75,0.014172949,0.001417295,0.774,0.017267447,0.001726745,0.754,0.023566185,0.002356618,0.816,0.021883732,0.002188373,0.8,0.039924112,0.003992411,0.796,0.039147626,0.003914763,0.66,0.008235414,0.000823541,0.582,0.021464105,0.002146411
fri_c3_250_5.arff,250,5.521460918,6,1.791759469,0.024,-3.729701449,41.66666667,3.729701449,2,0,0,5,100,0,0,0.436,0.564,0.5,0.064,0,0,0,0,0,0,0,0,0,0,0,0,141,56.4,0.001534024,-1.210086911,1.569494287,-0.249847396,1.043120237,0.007212915,1.300104737,0.417289349,0.525465237,0.997997963,4.77E-08,1.42E-08,0.005401061,-1,-1,-1,-1,-1,-1,0.006935085,0.774,0.007222468,0.000722247,0.774,0.009698777,0.000969878,0.74,0.009295336,0.000929534,0.736,0.008553983,0.000855398,0.822,0.00838858,0.000838858,0.812,0.016512672,0.001651267,0.816,0.012512603,0.00125126,0.762,0.009804572,0.000980457,0.816,0.017784183,0.001778418
fri_c3_250_50.arff,250,5.521460918,51,3.931825633,0.204,-1.589635285,4.901960784,1.589635285,2,0,0,50,100,0,0,0.432,0.568,0.5,0.068,0,0,0,0,0,0,0,0,0,0,0,0,142,56.8,0.002873829,-1.312088833,1.690810762,-1.10166647,0.45720243,-0.120353132,1.361191511,0.069752683,0.22854738,0.997997992,1.11E-07,1.45E-09,0.052068407,-1,-1,-1,-1,-1,-1,0.054942235,0.708,0.016157391,0.001615739,0.708,0.038145338,0.003814534,0.792,0.026932275,0.002693227,0.794,0.045960336,0.004596034,0.836,0.058476097,0.00584761,0.84,0.118676097,0.01186761,0.834,0.072774579,0.007277458,0.602,0.014362827,0.001436283,0.562,0.043036374,0.004303637
fri_c3_500_10.arff,500,6.214608098,11,2.397895273,0.022,-3.816712826,45.45454545,3.816712826,2,0,0,10,100,0,0,0.456,0.544,0.5,0.044,0,0,0,0,0,0,0,0,0,0,0,0,272,54.4,0.002980018,-1.30311485,1.469486561,-0.763686124,0.82492894,-0.154886335,1.281335473,0.158686534,0.437661403,0.998999542,1.01E-07,6.41E-09,0.017980377,-1,-1,-1,-1,-1,-1,0.020960396,0.688,0.014863379,0.001486338,0.688,0.01428585,0.001428585,0.768,0.015666709,0.001566671,0.762,0.023131163,0.002313116,0.835,0.032027005,0.0032027,0.824,0.055736091,0.005573609,0.829,0.032875337,0.003287534,0.621,0.008627013,0.000862701,0.719,0.039993194,0.003999319
fri_c3_500_25.arff,500,6.214608098,26,3.258096538,0.052,-2.95651156,19.23076923,2.95651156,2,0,0,25,100,0,0,0.44,0.56,0.5,0.06,0,0,0,0,0,0,0,0,0,0,0,0,280,56,0.001989968,-1.307193203,2.573656599,-0.957020804,0.789684417,-0.178038925,1.558878064,0.097616606,0.342538964,0.99899956,1.63E-07,4.74E-09,0.032049111,-1,-1,-1,-1,-1,-1,0.034039079,0.714,0.018163545,0.001816354,0.714,0.0292116,0.00292116,0.778,0.029245944,0.002924594,0.778,0.055337387,0.005533739,0.852,0.053136618,0.005313662,0.853,0.079851777,0.007985178,0.835,0.057662504,0.00576625,0.648,0.008464768,0.000846477,0.608,0.035697847,0.003569785
fri_c3_500_5.arff,500,6.214608098,6,1.791759469,0.012,-4.422848629,83.33333333,4.422848629,2,0,0,5,100,0,0,0.474,0.526,0.5,0.026,0,0,0,0,0,0,0,0,0,0,0,0,263,52.6,0.001445994,-1.217396485,1.718689905,-0.265335955,1.093874068,-0.022674885,1.362853765,0.420038635,0.549182042,0.998999476,6.53E-08,2.56E-09,0.004530622,-1,-1,-1,-1,-1,-1,0.005976616,0.712,0.006123071,0.000612307,0.712,0.007724599,0.00077246,0.8,0.007631041,0.000763104,0.8,0.011267145,0.001126715,0.857,0.010781595,0.001078159,0.858,0.020488661,0.002048866,0.847,0.015425512,0.001542551,0.646,0.008160805,0.00081608,0.869,0.021655957,0.002165596
fri_c3_500_50.arff,500,6.214608098,51,3.931825633,0.102,-2.282782466,9.803921569,2.282782466,2,0,0,50,100,0,0,0.436,0.564,0.5,0.064,0,0,0,0,0,0,0,0,0,0,0,0,282,56.4,0.002366172,-1.284632184,3.532317299,-1.063749537,0.71752997,-0.082736962,1.736938953,0.078514023,0.275594895,0.998999528,1.57E-07,-2.30E-09,0.053203727,-1,-1,-1,-1,-1,-1,0.055569898,0.596,0.022633769,0.002263377,0.591,0.040062672,0.004006267,0.629,0.039612254,0.003961225,0.63,0.082732711,0.008273271,0.815,0.074547826,0.007454783,0.804,0.13968031,0.013968031,0.801,0.09882931,0.009882931,0.63,0.00947416,0.000947416,0.548,0.051099279,0.005109928
fri_c4_1000_10.arff,1000,6.907755279,11,2.397895273,0.011,-4.509860006,90.90909091,4.509860006,2,0,0,10,100,0,0,0.44,0.56,0.5,0.06,0,0,0,0,0,0,0,0,0,0,0,0,560,56,0.001714034,-1.251974229,1.889794715,-0.589014881,0.988958096,-0.045471828,1.41087985,0.30574203,0.477649997,0.999499923,1.56E-07,-1.15E-08,0.008593853,-1,-1,-1,-1,-1,-1,0.010307887,0.7055,0.012348384,0.001234838,0.7055,0.019348209,0.001934821,0.7605,0.01941137,0.001941137,0.7575,0.033452076,0.003345208,0.8215,0.032592296,0.00325923,0.8205,0.063924134,0.006392413,0.846,0.053626906,0.005362691,0.6595,0.009193488,0.000919349,0.7255,0.04828269,0.004828269
fri_c4_1000_100.arff,1000,6.907755279,101,4.615120517,0.101,-2.292634762,9.900990099,2.292634762,2,0,0,100,100,0,0,0.436,0.564,0.5,0.064,0,0,0,0,0,0,0,0,0,0,0,0,564,56.4,0.006804026,-1.277959797,1.527716932,-1.143788896,0.322012194,-0.110642269,1.347966313,0.031472796,0.172100399,0.99949989,2.17E-07,-2.16E-10,0.08668541,-1,-1,-1,-1,-1,-1,0.093489436,0.701,0.098016506,0.009801651,0.701,0.195581015,0.019558101,0.75,0.172652362,0.017265236,0.7435,0.299333335,0.029933333,0.8345,0.294405587,0.029440559,0.8535,0.571634127,0.057163413,0.819,0.560647259,0.056064726,0.6445,0.015928432,0.001592843,0.544,0.304148972,0.030414897
fri_c4_1000_25.arff,1000,6.907755279,26,3.258096538,0.026,-3.649658741,38.46153846,3.649658741,2,0,0,25,100,0,0,0.453,0.547,0.5,0.047,0,0,0,0,0,0,0,0,0,0,0,0,547,54.7,0.002171162,-1.264498566,1.495689092,-0.971994446,0.59676859,-0.093374647,1.354257941,0.101307015,0.315139718,0.999499879,2.08E-07,2.15E-09,0.022823647,-1,-1,-1,-1,-1,-1,0.024994809,0.6655,0.023860673,0.002386067,0.6655,0.043862599,0.00438626,0.7775,0.042481346,0.004248135,0.7755,0.082389273,0.008238927,0.8475,0.074365054,0.007436505,0.84,0.146603158,0.014660316,0.8445,0.130300102,0.01303001,0.6385,0.010130246,0.001013025,0.615,0.095837843,0.009583784
fri_c4_1000_50.arff,1000,6.907755279,51,3.931825633,0.051,-2.975929646,19.60784314,2.975929646,2,0,0,50,100,0,0,0.44,0.56,0.5,0.06,0,0,0,0,0,0,0,0,0,0,0,0,560,56,0.003287534,-1.2824964,1.723399178,-1.065340643,0.477214607,-0.066455983,1.306830645,0.045954407,0.228851434,0.999499882,2.49E-07,5.59E-10,0.046496811,-1,-1,-1,-1,-1,-1,0.049784344,0.72,0.045072134,0.004507213,0.719,0.079198849,0.007919885,0.7755,0.079240693,0.007924069,0.773,0.154677117,0.015467712,0.857,0.145504945,0.014550495,0.858,0.287363128,0.028736313,0.8095,0.298307757,0.029830776,0.678,0.012004946,0.001200495,0.5505,0.168806248,0.016880625
fri_c4_100_10.arff,100,4.605170186,11,2.397895273,0.11,-2.207274913,9.090909091,2.207274913,2,0,0,10,100,0,0,0.47,0.53,0.5,0.03,0,0,0,0,0,0,0,0,0,0,0,0,53,53,0.001545472,-1.360593601,0.634981791,-0.797989294,0.598531548,-0.252865046,1.060817361,0.161319529,0.394956784,0.994987464,2.92E-08,-8.76E-09,0.009110984,-1,-1,-1,-1,-1,-1,0.010656457,0.745,0.005008673,0.000500867,0.745,0.005599229,0.000559923,0.74,0.005400271,0.000540027,0.77,0.006459009,0.000645901,0.73,0.005811213,0.000581121,0.76,0.008005666,0.000800567,0.76,0.006006223,0.000600622,0.675,0.006515854,0.000651585,0.61,0.013872145,0.001387214
fri_c4_100_100.arff,100,4.605170186,101,4.615120517,1.01,0.009950331,0.99009901,-0.009950331,2,0,0,100,100,0,0,0.47,0.53,0.5,0.03,0,0,0,0,0,0,0,0,0,0,0,0,53,53,0.001674558,-1.396373003,2.321633943,-1.09236333,0.430017612,-0.364094883,1.484651208,0.025169045,0.225250583,0.994987469,6.88E-08,1.79E-09,0.083399455,-1,-1,-1,-1,-1,-1,0.085074013,0.745,0.009972738,0.000997274,0.75,0.017041251,0.001704125,0.7,0.015727501,0.00157275,0.715,0.029147255,0.002914725,0.68,0.020936315,0.002093632,0.675,0.039131441,0.003913144,0.68,0.022994577,0.002299458,0.615,0.007520904,0.00075209,0.51,0.016770448,0.001677045
fri_c4_100_25.arff,100,4.605170186,26,3.258096538,0.26,-1.347073648,3.846153846,1.347073648,2,0,0,25,100,0,0,0.46,0.54,0.5,0.04,0,0,0,0,0,0,0,0,0,0,0,0,54,54,0.001429414,-1.386556993,0.976693868,-0.992091131,0.540940412,-0.327730715,1.025016665,0.125698477,0.311028581,0.994987469,6.24E-08,-3.69E-09,0.020132196,-1,-1,-1,-1,-1,-1,0.02156161,0.65,0.005414483,0.000541448,0.61,0.007339711,0.000733971,0.755,0.006760208,0.000676021,0.725,0.010673036,0.001067304,0.73,0.008572931,0.000857293,0.71,0.013604105,0.00136041,0.75,0.009892208,0.000989221,0.715,0.006869951,0.000686995,0.6,0.014802981,0.001480298
fri_c4_100_50.arff,100,4.605170186,51,3.931825633,0.51,-0.673344553,1.960784314,0.673344553,2,0,0,50,100,0,0,0.44,0.56,0.5,0.06,0,0,0,0,0,0,0,0,0,0,0,0,56,56,0.001544683,-1.357404911,1.922143459,-1.006901856,0.518918367,-0.361012906,1.48640132,0.104038301,0.276071903,0.994987472,8.16E-08,-2.59E-09,0.040053197,-1,-1,-1,-1,-1,-1,0.04159788,0.665,0.007136017,0.000713602,0.64,0.012706823,0.001270682,0.685,0.010297623,0.001029762,0.68,0.018076303,0.00180763,0.695,0.01347344,0.001347344,0.695,0.024537286,0.002453729,0.735,0.015001149,0.001500115,0.54,0.007719467,0.000771947,0.57,0.015005886,0.001500589
fri_c4_250_10.arff,250,5.521460918,11,2.397895273,0.044,-3.123565645,22.72727273,3.123565645,2,0,0,10,100,0,0,0.468,0.532,0.5,0.032,0,0,0,0,0,0,0,0,0,0,0,0,133,53.2,0.004021386,-1.289114142,2.055774858,-0.551747267,0.99278934,-0.197548926,1.443163037,0.297037413,0.496003862,0.997998053,1.01E-07,-1.30E-09,0.020084036,-1,-1,-1,-1,-1,-1,0.024105422,0.662,0.005887401,0.00058874,0.662,0.00740603,0.000740603,0.686,0.007484981,0.000748498,0.682,0.010746856,0.001074686,0.782,0.009972738,0.000997274,0.754,0.018221574,0.001822157,0.782,0.012236668,0.001223667,0.63,0.007529194,0.000752919,0.706,0.017281658,0.001728166
fri_c4_250_100.arff,250,5.521460918,101,4.615120517,0.404,-0.906340401,2.475247525,0.906340401,2,0,0,100,100,0,0,0.44,0.56,0.5,0.06,0,0,0,0,0,0,0,0,0,0,0,0,140,56,0.003610839,-1.394852374,2.473535291,-1.132893665,0.424449779,-0.244254068,1.609379172,0.033490727,0.209664266,0.997997999,1.08E-07,-2.98E-09,0.107764627,-1,-1,-1,-1,-1,-1,0.111375467,0.69,0.024073447,0.002407345,0.69,0.044583425,0.004458343,0.734,0.045081608,0.004508161,0.74,0.115540544,0.011554054,0.762,0.093603126,0.009360313,0.774,0.176687565,0.017668757,0.754,0.088909469,0.008890947,0.684,0.008706359,0.000870636,0.6,0.036119052,0.003611905
fri_c4_250_25.arff,250,5.521460918,26,3.258096538,0.104,-2.26336438,9.615384615,2.26336438,2,0,0,25,100,0,0,0.456,0.544,0.5,0.044,0,0,0,0,0,0,0,0,0,0,0,0,136,54.4,0.001634687,-1.315657122,2.2286664,-0.952864226,0.721098068,-0.16503489,1.377277613,0.122352335,0.305283802,0.997997997,1.12E-07,9.75E-10,0.020271545,-1,-1,-1,-1,-1,-1,0.021906233,0.728,0.011329122,0.001132912,0.728,0.02015075,0.002015075,0.78,0.016016068,0.001601607,0.746,0.021509107,0.002150911,0.796,0.018789629,0.001878963,0.764,0.033225091,0.003322509,0.752,0.025684844,0.002568484,0.668,0.007536695,0.000753669,0.62,0.018928188,0.001892819
fri_c4_250_50.arff,250,5.521460918,51,3.931825633,0.204,-1.589635285,4.901960784,1.589635285,2,0,0,50,100,0,0,0.46,0.54,0.5,0.04,0,0,0,0,0,0,0,0,0,0,0,0,135,54,0.00305818,-1.360066947,2.199251698,-1.055283771,0.534551726,-0.164225623,1.456933022,0.062639629,0.261827966,0.997998025,1.13E-07,2.39E-09,0.042090931,-1,-1,-1,-1,-1,-1,0.045149111,0.696,0.012536288,0.001253629,0.696,0.021468447,0.002146845,0.728,0.019950213,0.001995021,0.72,0.038143365,0.003814336,0.748,0.035925227,0.003592523,0.746,0.068498969,0.006849897,0.744,0.0452403,0.00452403,0.65,0.008223966,0.000822397,0.56,0.022813778,0.002281378
fri_c4_500_10.arff,500,6.214608098,11,2.397895273,0.022,-3.816712826,45.45454545,3.816712826,2,0,0,10,100,0,0,0.448,0.552,0.5,0.052,0,0,0,0,0,0,0,0,0,0,0,0,276,55.2,0.00153363,-1.214470177,2.466588316,-0.510789931,1.13305016,-0.149203524,1.521453977,0.281502416,0.511575885,0.998999572,1.96E-07,3.36E-09,0.008710306,-1,-1,-1,-1,-1,-1,0.010243936,0.634,0.009237701,0.00092377,0.638,0.011363466,0.001136347,0.662,0.012310487,0.001231049,0.655,0.018248417,0.001824842,0.821,0.017300606,0.001730061,0.811,0.030620486,0.003062049,0.822,0.022451786,0.002245179,0.651,0.007529984,0.000752998,0.778,0.024885461,0.002488546
fri_c4_500_100.arff,500,6.214608098,101,4.615120517,0.202,-1.599487582,4.95049505,1.599487582,2,0,0,100,100,0,0,0.434,0.566,0.5,0.066,0,0,0,0,0,0,0,0,0,0,0,0,283,56.6,0.003168317,-1.331684109,1.656361498,-1.127333537,0.378061366,-0.143802747,1.268960118,0.035256448,0.177677676,0.998999544,1.46E-07,1.79E-09,0.113738875,-1,-1,-1,-1,-1,-1,0.116907192,0.74,0.056044396,0.00560444,0.741,0.098380471,0.009838047,0.757,0.085759311,0.008575931,0.763,0.172222077,0.017222208,0.814,0.150701522,0.015070152,0.838,0.448167658,0.044816766,0.805,0.251368424,0.025136842,0.649,0.016035806,0.001603581,0.502,0.105640047,0.010564005
fri_c4_500_25.arff,500,6.214608098,26,3.258096538,0.052,-2.95651156,19.23076923,2.95651156,2,0,0,25,100,0,0,0.432,0.568,0.5,0.068,0,0,0,0,0,0,0,0,0,0,0,0,284,56.8,0.001994706,-1.303859472,1.404760497,-0.973589834,0.594512475,-0.101064265,1.295797586,0.12327112,0.30192453,0.99899956,1.81E-07,-3.20E-09,0.022712326,-1,-1,-1,-1,-1,-1,0.024707031,0.726,0.014711003,0.0014711,0.726,0.024562945,0.002456295,0.76,0.024050551,0.002405055,0.751,0.053663618,0.005366362,0.82,0.045942967,0.004594297,0.822,0.088932365,0.008893236,0.799,0.07150741,0.007150741,0.666,0.009485214,0.000948521,0.629,0.059206792,0.005920679
fri_c4_500_50.arff,500,6.214608098,51,3.931825633,0.102,-2.282782466,9.803921569,2.282782466,2,0,0,50,100,0,0,0.472,0.528,0.5,0.028,0,0,0,0,0,0,0,0,0,0,0,0,264,52.8,0.003792427,-1.280986109,1.02919727,-1.096877296,0.378336805,-0.116674744,1.184060574,0.056983802,0.21251374,0.998999549,1.61E-07,-2.71E-09,0.072426798,-1,-1,-1,-1,-1,-1,0.076219226,0.652,0.024948622,0.002494862,0.652,0.045288461,0.004528846,0.72,0.047206189,0.004720619,0.716,0.088101402,0.00881014,0.81,0.102540812,0.010254081,0.82,0.207012774,0.020701277,0.777,0.137909037,0.013790904,0.647,0.018448559,0.001844856,0.564,0.083588938,0.008358894
fruitfly.arff,125,4.828313737,5,1.609437912,0.04,-3.218875825,25,3.218875825,2,2,50,2,50,1,1,0.392,0.608,0.5,0.108,0,3,3,3,0,6,0,0,0,0,0,0,76,60.8,0.002045629,-0.441789966,-0.432779132,-0.437284549,0.004505417,-0.630374372,-0.01147863,-0.320926501,0.309447871,8.785319589,8.708176352,29.1304791,0.002253666,0.966078098,4.2738,0.001876405,514.8559145,2276.651461,0.002032602,0.006331897,0.6,0.004264162,0.000426416,0.604,0.004242845,0.000424284,0.564,0.004321796,0.00043218,0.588,0.00447733,0.000447733,0.524,0.004622996,0.0004623,0.52,0.005022489,0.000502249,0.556,0.005444484,0.000544448,0.58,0.007076408,0.000707641,0.536,0.015378141,0.001537814
gina_agnostic.arff,3468,8.151333338,971,6.878326468,0.279988466,-1.27300687,3.571575695,1.27300687,2,0,0,970,100,0,0,0.491637832,0.508362168,0.5,0.008362168,0,0,0,0,0,0,0,0,0,0,0,0,1763,50.83621684,0.174223099,-1.826241765,283.4462755,18.61988609,39.29670577,-0.244499758,16.11059952,2.933008743,3.266602044,77.23863108,33.14258435,53.99496154,1.56395453,-1,-1,-1,-1,-1,-1,1.738177629,0.735446686,1.246347514,0.124634751,0.732132565,1.403537257,0.140353726,0.785878963,2.187360602,0.21873606,0.785446686,2.883656521,0.288365652,0.839337176,4.262299631,0.426229963,0.832853026,5.088470894,0.508847089,0.849135447,10.98110655,1.098110655,0.788472622,1.172727761,0.117272776,0.825216138,38.77653929,3.877653929
gina_prior.arff,3468,8.151333338,785,6.665683718,0.226355248,-1.48564962,4.417834395,1.48564962,2,0,0,784,100,0,0,0.491637832,0.508362168,0.5,0.008362168,0,0,0,0,0,0,0,0,0,0,0,0,1763,50.83621684,0.111197036,-3,3463.002447,336.5053746,845.49486,-0.195301846,58.8642807,9.158232778,15.64180202,49.09941018,44.45270822,33.46168054,1.309122116,-1,-1,-1,-1,-1,-1,1.420319153,0.735302594,0.812854146,0.081285415,0.731988473,0.905309714,0.090530971,0.787175793,1.241201071,0.124120107,0.783861671,1.437661998,0.1437662,0.834293948,2.312164506,0.231216451,0.832997118,2.569753901,0.25697539,0.858789625,6.07078619,0.607078619,0.677089337,0.920119801,0.09201198,0.960086455,31.20311692,3.120311692
glass.arff,214,5.365976015,10,2.302585093,0.046728972,-3.063390922,21.4,3.063390922,2,0,0,9,100,0,0,0.355140187,0.644859813,0.5,0.144859813,0,0,0,0,0,0,0,0,0,0,0,0,138,64.48598131,0.005594492,-0.428701158,53.39231954,9.650672462,15.82818609,-1.14446497,6.505635738,1.641002403,2.165865196,0.687927748,0.473211694,11.26585317,0.013827142,-1,-1,-1,-1,-1,-1,0.019421634,0.73255814,0.00721181,0.000721181,0.71627907,0.005456722,0.000545672,0.730232558,0.005797002,0.0005797,0.725581395,0.008607669,0.000860767,0.744186047,0.009103089,0.000910309,0.760465116,0.010350125,0.001035013,0.751162791,0.009614694,0.000961469,0.61627907,0.006866793,0.000686679,0.851162791,0.014540862,0.001454086
haberman.arff,306,5.723585102,4,1.386294361,0.013071895,-4.337290741,76.5,4.337290741,2,1,33.33333333,2,66.66666667,2,0.5,0.264705882,0.735294118,0.5,0.235294118,0,12,12,12,0,12,0,0,0,0,0,0,225,73.52941176,0.001677321,-0.599349831,11.52052448,5.460587323,6.059937154,0.145786136,2.969176054,1.557481095,1.411694959,8.981842756,1.803943872,28.24182987,0.001968652,0.833764907,5.44608,0.024901341,33.48273058,217.7062598,0.001091107,0.00473708,0.716129032,0.004146129,0.000414613,0.716129032,0.004184026,0.000418403,0.720967742,0.004528254,0.000452825,0.711290323,0.004551939,0.000455194,0.729032258,0.005047359,0.000504736,0.724193548,0.005575938,0.000557594,0.658064516,0.00662678,0.000662678,0.751612903,0.007285629,0.000728563,0.669354839,0.016565569,0.001656557
